readpair	integr_hotspot	chr1	pos1	chr2	pos2	EBV_cluster
A00295:260:HM53HDSXX:1:2459:15483:31093		1	40038610	NC_007605	52204	
A00295:260:HM53HDSXX:3:1615:12644:29027		1	40513880	NC_007605	59927	
A00295:260:HM53HDSXX:1:1611:14588:27790		1	41135228	NC_007605	119266	
A00295:260:HM53HDSXX:1:1528:31376:15718		1	41425634	NC_007605	2479	
A00295:260:HM53HDSXX:3:2464:2085:18223		1	41452924	NC_007605	153352	
A00295:260:HM53HDSXX:4:1426:32416:6778		1	41483063	NC_007605	123660	
A00295:260:HM53HDSXX:2:1105:4399:11021		1	41588495	NC_007605	161340	
A00295:260:HM53HDSXX:4:1401:16920:25880		1	41997513	NC_007605	53759	
A00295:260:HM53HDSXX:4:1401:16920:25880		1	41997514	NC_007605	53759	
A00295:260:HM53HDSXX:4:1219:16866:17550		1	42203401	NC_007605	69476	
A00295:260:HM53HDSXX:3:1250:1398:18098		1	42971767	NC_007605	157391	
A00295:260:HM53HDSXX:3:1558:18747:21277		1	43103841	NC_007605	119604	
A00295:260:HM53HDSXX:4:2407:23674:20322		1	44485568	NC_007605	163960	
A00295:260:HM53HDSXX:2:1548:31801:9314		1	44604626	NC_007605	126040	
A00295:260:HM53HDSXX:2:2304:15004:28228		1	45249510	NC_007605	89620	
A00295:260:HM53HDSXX:4:1430:16297:28369		1	45710022	NC_007605	116656	
A00295:260:HM53HDSXX:3:2367:12906:17707		1	45726535	NC_007605	111141	
A00295:260:HM53HDSXX:1:1213:11505:3881		1	46115874	NC_007605	151125	
A00295:260:HM53HDSXX:3:1507:8214:28307		1	47084983	NC_007605	71487	
A00295:260:HM53HDSXX:1:1149:20980:26459		1	47442187	NC_007605	157798	
A00295:260:HM53HDSXX:1:1149:20980:26459		1	47442234	NC_007605	157749	
A00295:260:HM53HDSXX:3:2259:25527:24533		1	47577517	NC_007605	112521	
A00295:260:HM53HDSXX:4:2615:32136:15060		1	47718720	NC_007605	58522	
A00295:260:HM53HDSXX:3:2501:28384:19867		1	47867311	NC_007605	101524	
A00295:260:HM53HDSXX:4:1310:32479:5040		1	48047586	NC_007605	47942	
A00295:260:HM53HDSXX:4:1310:32479:5040		1	48047587	NC_007605	47917	
A00295:260:HM53HDSXX:4:2608:25681:16000		1	48431168	NC_007605	148411	
A00295:260:HM53HDSXX:3:2464:3332:4163		1	48827666	NC_007605	164615	
A00295:260:HM53HDSXX:4:2635:29071:29857		1	48938029	NC_007605	163391	
A00295:260:HM53HDSXX:4:2635:29071:29857		1	48938030	NC_007605	163492	
A00295:260:HM53HDSXX:2:1560:12328:5494		1	49229533	NC_007605	88318	
A00295:260:HM53HDSXX:2:2567:1298:13103		1	49566305	NC_007605	84042	
A00295:260:HM53HDSXX:3:2173:4707:15781		1	49765098	NC_007605	4398	
A00295:260:HM53HDSXX:1:1412:6894:32064		1	50160542	NC_007605	131239	
A00295:260:HM53HDSXX:1:1412:6894:32064		1	50160543	NC_007605	131546	
A00295:260:HM53HDSXX:4:1546:7708:33411		1	50594307	NC_007605	157895	
A00295:260:HM53HDSXX:1:1613:27751:34460		1	50980876	NC_007605	131816	
A00295:260:HM53HDSXX:1:2126:26684:5744		1	51103654	NC_007605	160405	
A00295:260:HM53HDSXX:3:1175:11614:16188		1	51172424	NC_007605	156841	
A00295:260:HM53HDSXX:3:2612:27769:21371		1	51375177	NC_007605	51067	
A00295:260:HM53HDSXX:4:1167:18105:11866		1	51444970	NC_007605	9958	
A00295:260:HM53HDSXX:3:1416:19262:31782		1	51460683	NC_007605	131864	
A00295:260:HM53HDSXX:3:1416:19262:31782		1	51460684	NC_007605	131840	
A00295:260:HM53HDSXX:4:1433:20862:21151		1	51552691	NC_007605	150518	
A00295:260:HM53HDSXX:4:1433:20862:21151		1	51552692	NC_007605	150722	
A00295:260:HM53HDSXX:1:1234:1597:31031		1	51962702	NC_007605	115605	
A00295:260:HM53HDSXX:1:1664:10411:13792		1	52211851	NC_007605	154705	
A00295:260:HM53HDSXX:4:1433:3043:24079		1	52662328	NC_007605	4500	
A00295:260:HM53HDSXX:4:2107:3830:32456		1	52859819	NC_007605	96807	
A00295:260:HM53HDSXX:1:1265:26024:31469		1	53297035	NC_007605	151428	
A00295:260:HM53HDSXX:4:1377:17571:1892		1	53337848	NC_007605	61158	
A00295:260:HM53HDSXX:4:1377:17571:1892		1	53337849	NC_007605	61123	
A00295:260:HM53HDSXX:2:2423:4010:13197		1	53404799	NC_007605	133242	
A00295:260:HM53HDSXX:4:1622:32732:8484		1	53634566	NC_007605	10574	
A00295:260:HM53HDSXX:3:1618:19425:30843		1	53794903	NC_007605	53134	
A00295:260:HM53HDSXX:3:1618:19425:30843		1	53794903	NC_007605	53164	
A00295:260:HM53HDSXX:3:1378:31494:33520		1	54022517	NC_007605	133320	
A00295:260:HM53HDSXX:3:1378:31494:33520		1	54022518	NC_007605	133284	
A00295:260:HM53HDSXX:2:2168:20880:18615		1	54633674	NC_007605	35577	
A00295:260:HM53HDSXX:3:2252:26087:14763		1	54680235	NC_007605	70798	
A00295:260:HM53HDSXX:3:1258:6569:27774		1	55896655	NC_007605	49816	
A00295:260:HM53HDSXX:3:2618:5782:17581		1	56123824	NC_007605	3707	
A00295:260:HM53HDSXX:2:2462:22733:4570		1	56133934	NC_007605	98482	
A00295:260:HM53HDSXX:3:1235:3215:8061		1	56543960	NC_007605	103140	
A00295:260:HM53HDSXX:3:1235:3215:8061		1	56543960	NC_007605	103140	
A00295:260:HM53HDSXX:4:2358:15112:30326		1	56894847	NC_007605	110801	
A00295:260:HM53HDSXX:4:2358:15112:30326		1	56894848	NC_007605	110801	
A00295:260:HM53HDSXX:4:1122:1597:6480		1	56976506	NC_007605	140427	
A00295:260:HM53HDSXX:4:1122:1597:6480		1	56976507	NC_007605	140595	
A00295:260:HM53HDSXX:3:2109:7636:29465		1	57101256	NC_007605	5704	
A00295:260:HM53HDSXX:2:1241:16342:20932		1	57129922	NC_007605	5536	
A00295:260:HM53HDSXX:1:2501:21233:11960		1	57531147	NC_007605	64488	
A00295:260:HM53HDSXX:1:1604:18521:17534		1	58173253	NC_007605	37256	
A00295:260:HM53HDSXX:3:2345:18973:34601		1	58289619	NC_007605	116890	
A00295:260:HM53HDSXX:3:2345:18973:34601		1	58289620	NC_007605	116890	
A00295:260:HM53HDSXX:2:1228:30409:24095		1	58806305	NC_007605	80510	
A00295:260:HM53HDSXX:1:1634:4797:21136		1	59005447	NC_007605	84482	
A00295:260:HM53HDSXX:3:1157:24334:14638		1	59117766	NC_007605	68249	
A00295:260:HM53HDSXX:3:1157:24334:14638		1	59117777	NC_007605	68237	
A00295:260:HM53HDSXX:4:1252:31204:13761		1	59348839	NC_007605	119510	
A00295:260:HM53HDSXX:1:1562:29776:35556		1	59360411	NC_007605	97928	
A00295:260:HM53HDSXX:1:1562:29776:35556		1	59360412	NC_007605	97775	
A00295:260:HM53HDSXX:3:1376:16966:20572		1	59482493	NC_007605	100628	
A00295:260:HM53HDSXX:1:2645:15356:19664		1	59703388	NC_007605	43410	
A00295:260:HM53HDSXX:2:1501:24975:14152		1	60155331	NC_007605	46758	
A00295:260:HM53HDSXX:2:1501:24975:14152		1	60155332	NC_007605	46711	
A00295:260:HM53HDSXX:4:2401:12852:32362		1	60424157	NC_007605	108927	
A00295:260:HM53HDSXX:4:2401:12852:32362		1	60424158	NC_007605	108927	
A00295:260:HM53HDSXX:4:1522:13847:14168		1	60727993	NC_007605	84031	
A00295:260:HM53HDSXX:3:1501:30590:31704		1	61230384	NC_007605	88742	
A00295:260:HM53HDSXX:3:2318:30779:9048		1	61668268	NC_007605	159932	
A00295:260:HM53HDSXX:4:2174:18105:28150		1	62860728	NC_007605	137041	
A00295:260:HM53HDSXX:3:2210:28393:11177		1	62891843	NC_007605	60997	
A00295:260:HM53HDSXX:3:2210:28393:11177		1	62891844	NC_007605	61126	
A00295:260:HM53HDSXX:1:2616:32660:23328		1	62933393	NC_007605	4782	
A00295:260:HM53HDSXX:3:1368:24144:10708		1	62939772	NC_007605	155950	
A00295:260:HM53HDSXX:3:1368:24144:10708		1	62939773	NC_007605	155874	
A00295:260:HM53HDSXX:1:2336:2139:4351		1	63237674	NC_007605	155815	
A00295:260:HM53HDSXX:2:2316:5683:27336		1	63739929	NC_007605	69530	
A00295:260:HM53HDSXX:4:2627:23990:6339		1	64887533	NC_007605	76390	
A00295:260:HM53HDSXX:4:2627:23990:6339		1	64887534	NC_007605	76570	
A00295:260:HM53HDSXX:3:2127:30481:5838		1	65087858	NC_007605	126689	
A00295:260:HM53HDSXX:2:1542:23059:18443		1	65376019	NC_007605	56267	
A00295:260:HM53HDSXX:2:2458:20663:9471		1	65571356	NC_007605	122178	
A00295:260:HM53HDSXX:1:2513:9977:17206		1	65775692	NC_007605	68226	
A00295:260:HM53HDSXX:4:1460:22200:29575		1	65871238	NC_007605	85787	
A00295:260:HM53HDSXX:1:2433:13666:31422		1	66269913	NC_007605	104030	
A00295:260:HM53HDSXX:3:2102:24153:10254		1	66302098	NC_007605	168560	
A00295:260:HM53HDSXX:2:1526:10845:23594		1	66481125	NC_007605	89602	
A00295:260:HM53HDSXX:4:1553:14199:30154		1	66738296	NC_007605	97717	
A00295:260:HM53HDSXX:4:1553:14199:30154		1	66738297	NC_007605	97717	
A00295:260:HM53HDSXX:4:1578:14642:9784		1	68143959	NC_007605	85634	
A00295:260:HM53HDSXX:4:1537:15845:36793		1	69459622	NC_007605	111364	
A00295:260:HM53HDSXX:3:1463:16721:32518		1	70510717	NC_007605	168898	
A00295:260:HM53HDSXX:4:2553:25861:29904		1	70886240	NC_007605	115877	
A00295:260:HM53HDSXX:4:2553:25861:29904		1	70886240	NC_007605	115877	
A00295:260:HM53HDSXX:2:1136:20681:5995		1	70979319	NC_007605	124138	
A00295:260:HM53HDSXX:3:1344:4788:35806		1	71070607	NC_007605	95767	
A00295:260:HM53HDSXX:1:2418:1181:28714		1	71497074	NC_007605	1143	
A00295:260:HM53HDSXX:2:1664:5005:3333		1	71880468	NC_007605	106586	
A00295:260:HM53HDSXX:2:2236:29405:7012		1	72231553	NC_007605	60984	
A00295:260:HM53HDSXX:4:1519:4643:7811		1	72966074	NC_007605	60811	
A00295:260:HM53HDSXX:1:2102:22752:20791		1	73484146	NC_007605	85708	
A00295:260:HM53HDSXX:3:1325:32886:13761		1	73818137	NC_007605	78955	
A00295:260:HM53HDSXX:3:2174:11216:35039		1	74266446	NC_007605	52823	
A00295:260:HM53HDSXX:2:1256:20763:10645		1	74850209	NC_007605	118393	
A00295:260:HM53HDSXX:3:1550:14308:19225		1	75125934	NC_007605	136388	
A00295:260:HM53HDSXX:1:2356:28031:25770		1	75132416	NC_007605	140368	
A00295:260:HM53HDSXX:4:2228:8160:37012		1	75226370	NC_007605	161700	
A00295:260:HM53HDSXX:3:2328:10565:36949		1	75532178	NC_007605	133389	
A00295:260:HM53HDSXX:2:2629:18032:10770		1	75548868	NC_007605	153299	
A00295:260:HM53HDSXX:4:2578:15817:7874		1	76026380	NC_007605	1544	
A00295:260:HM53HDSXX:4:1511:30581:19006		1	76541036	NC_007605	162358	
A00295:260:HM53HDSXX:4:1511:30581:19006		1	76541037	NC_007605	162358	
A00295:260:HM53HDSXX:2:1317:3305:29042		1	76856881	NC_007605	168195	
A00295:260:HM53HDSXX:1:2178:29496:10050		1	76916440	NC_007605	69006	
A00295:260:HM53HDSXX:4:2423:7374:10473		1	77447150	NC_007605	49233	
A00295:260:HM53HDSXX:4:1427:11885:10989		1	78343043	NC_007605	113083	
A00295:260:HM53HDSXX:4:1257:22580:1078		1	78432323	NC_007605	100656	
A00295:260:HM53HDSXX:4:1257:22580:1078		1	78432324	NC_007605	100761	
A00295:260:HM53HDSXX:4:1601:21748:33552		1	78870161	NC_007605	84987	
A00295:260:HM53HDSXX:4:1601:21748:33552		1	78870204	NC_007605	84987	
A00295:260:HM53HDSXX:1:2372:11171:3458		1	79090997	NC_007605	7147	
A00295:260:HM53HDSXX:1:2175:15383:8625		1	79119416	NC_007605	149973	
A00295:260:HM53HDSXX:4:2475:5683:11710		1	79761349	NC_007605	120188	
A00295:260:HM53HDSXX:1:2365:28311:23156		1	80083897	NC_007605	54974	
A00295:260:HM53HDSXX:4:1325:31982:10034		1	80149025	NC_007605	98407	
A00295:260:HM53HDSXX:3:2133:24641:16016		1	81468206	NC_007605	45307	
A00295:260:HM53HDSXX:1:1230:15447:23077		1	82135318	NC_007605	133184	
A00295:260:HM53HDSXX:3:1265:20229:14105		1	82257250	NC_007605	94036	
A00295:260:HM53HDSXX:3:1265:20229:14105		1	82257251	NC_007605	94036	
A00295:260:HM53HDSXX:2:2143:9543:29230		1	83245472	NC_007605	71644	
A00295:260:HM53HDSXX:2:2143:9543:29230		1	83245473	NC_007605	71745	
A00295:260:HM53HDSXX:2:1175:25138:16939		1	83343300	NC_007605	85561	
A00295:260:HM53HDSXX:4:2547:30228:34741		1	83878147	NC_007605	54907	
A00295:260:HM53HDSXX:3:1408:2980:12508		1	84021980	NC_007605	99449	
A00295:260:HM53HDSXX:3:2111:29640:23923		1	84023788	NC_007605	106445	
A00295:260:HM53HDSXX:3:2111:29640:23923		1	84023788	NC_007605	106445	
A00295:260:HM53HDSXX:3:2337:12599:9940		1	84045599	NC_007605	166711	
A00295:260:HM53HDSXX:3:1461:12436:25629		1	84168465	NC_007605	116929	
A00295:260:HM53HDSXX:3:1210:31277:6089		1	84368757	NC_007605	2241	
A00295:260:HM53HDSXX:2:1106:28456:18771		1	85262138	NC_007605	56023	
A00295:260:HM53HDSXX:2:1459:21296:21527		1	85645484	NC_007605	131999	
A00295:260:HM53HDSXX:2:1459:21296:21527		1	85645485	NC_007605	131930	
A00295:260:HM53HDSXX:2:2569:9923:33426		1	85993019	NC_007605	3373	
A00295:260:HM53HDSXX:3:2556:17734:6965		1	86223226	NC_007605	118854	
A00295:260:HM53HDSXX:1:1516:15393:31563		1	86321266	NC_007605	69797	
A00295:260:HM53HDSXX:1:1516:15393:31563		1	86321266	NC_007605	69797	
A00295:260:HM53HDSXX:1:2219:26910:5572		1	86395620	NC_007605	44864	
A00295:260:HM53HDSXX:1:1270:22733:27931		1	86641575	NC_007605	77071	
A00295:260:HM53HDSXX:4:2667:2998:17801		1	87014645	NC_007605	51989	
A00295:260:HM53HDSXX:2:2609:30373:27007		1	87073941	NC_007605	166702	
A00295:260:HM53HDSXX:1:1607:19397:20306		1	87098617	NC_007605	66176	
A00295:260:HM53HDSXX:1:2410:18141:1752		1	87129769	NC_007605	72307	
A00295:260:HM53HDSXX:4:1370:7012:22529		1	87525017	NC_007605	90294	
A00295:260:HM53HDSXX:2:1678:4426:9972		1	88192246	NC_007605	109498	
A00295:260:HM53HDSXX:3:1612:14931:5118		1	88403306	NC_007605	114087	
A00295:260:HM53HDSXX:3:1612:14931:5118		1	88403306	NC_007605	114154	
A00295:260:HM53HDSXX:2:1366:15266:2315		1	88662289	NC_007605	36975	
A00295:260:HM53HDSXX:3:2271:2998:24158		1	89158210	NC_007605	100344	
A00295:260:HM53HDSXX:2:1565:30409:26882		1	90174279	NC_007605	6772	
