readpair	integr_hotspot	chr1	pos1	chr2	pos2	EBV_cluster
A00295:260:HM53HDSXX:4:1273:24921:21073		1	153665773	NC_007605	86715	
A00295:260:HM53HDSXX:3:1672:18114:12195		1	154752035	NC_007605	159984	
A00295:260:HM53HDSXX:2:1640:23158:34804		1	155776275	NC_007605	132105	
A00295:260:HM53HDSXX:1:1475:12201:18270		1	158460421	NC_007605	84997	
A00295:260:HM53HDSXX:2:1605:20573:2394		1	158985580	NC_007605	160110	
A00295:260:HM53HDSXX:1:1369:1307:33317		1	159601871	NC_007605	79787	
A00295:260:HM53HDSXX:1:2675:16324:31892		1	160105199	NC_007605	132447	
A00295:260:HM53HDSXX:2:1111:13458:24236		1	161084675	NC_007605	83504	
A00295:260:HM53HDSXX:4:2363:7410:8531		1	162366535	NC_007605	87567	
A00295:260:HM53HDSXX:2:1551:29306:14231		1	163720959	NC_007605	88133	
A00295:260:HM53HDSXX:2:2363:11722:21198		1	163782827	NC_007605	121771	
A00295:260:HM53HDSXX:3:2532:19741:22404		1	165889172	NC_007605	103413	
A00295:260:HM53HDSXX:3:2532:19741:22404		1	165889173	NC_007605	103413	
A00295:260:HM53HDSXX:2:2375:32913:15029		1	166634281	NC_007605	166447	
A00295:260:HM53HDSXX:3:1137:17616:6480		1	167301925	NC_007605	120112	
A00295:260:HM53HDSXX:3:1468:8874:13228		1	168184775	NC_007605	117999	
A00295:260:HM53HDSXX:2:1269:10167:11334		1	169555914	NC_007605	95634	
A00295:260:HM53HDSXX:3:2451:14326:3724		1	170784754	NC_007605	66161	
A00295:260:HM53HDSXX:4:2441:15383:18145		1	171001008	NC_007605	100776	
A00295:260:HM53HDSXX:3:2477:17635:33223		1	171782016	NC_007605	2610	
A00295:260:HM53HDSXX:4:1615:27760:16689		1	172717877	NC_007605	162273	
A00295:260:HM53HDSXX:3:1260:4083:12540		1	172900495	NC_007605	72002	
A00295:260:HM53HDSXX:3:1260:4083:12540		1	172900496	NC_007605	72158	
A00295:260:HM53HDSXX:3:1260:4164:13745		1	172900496	NC_007605	72158	
A00295:260:HM53HDSXX:3:1552:2510:26569	1_hs1	1	173107698	NC_007605	62771	
A00295:260:HM53HDSXX:3:1552:2510:26569	1_hs1	1	173107698	NC_007605	62771	
A00295:260:HM53HDSXX:3:1552:2528:26631	1_hs1	1	173107698	NC_007605	62771	
A00295:260:HM53HDSXX:3:1552:2528:26631	1_hs1	1	173107698	NC_007605	62771	
A00295:260:HM53HDSXX:3:1552:3052:26631	1_hs1	1	173107698	NC_007605	62771	
A00295:260:HM53HDSXX:3:1552:3052:26631	1_hs1	1	173107698	NC_007605	62771	
A00295:260:HM53HDSXX:1:1445:17101:30733		1	173110250	NC_007605	47518	
A00295:260:HM53HDSXX:2:1616:20537:27978		1	176858274	NC_007605	155202	
A00295:260:HM53HDSXX:3:1102:14769:12414		1	176899474	NC_007605	159864	
A00295:260:HM53HDSXX:3:1102:14832:12367		1	176899475	NC_007605	159865	
A00295:260:HM53HDSXX:3:1102:14769:12414		1	176899475	NC_007605	159865	
A00295:260:HM53HDSXX:1:1502:4001:23359		1	178969885	NC_007605	423	
A00295:260:HM53HDSXX:1:2345:18756:10426		1	179153063	NC_007605	51435	
A00295:260:HM53HDSXX:2:2101:6361:35681		1	179978274	NC_007605	339	
A00295:260:HM53HDSXX:2:2101:6361:35681		1	179978275	NC_007605	185	
A00295:260:HM53HDSXX:2:2102:7898:1736		1	179978275	NC_007605	185	
A00295:260:HM53HDSXX:3:1648:14127:3286		1	180427171	NC_007605	119367	
A00295:260:HM53HDSXX:4:2420:7988:19554		1	180577918	NC_007605	8178	
A00295:260:HM53HDSXX:4:2420:7988:19554		1	180577919	NC_007605	8519	
A00295:260:HM53HDSXX:3:1409:4291:14278		1	182114612	NC_007605	9648	
A00295:260:HM53HDSXX:1:1447:25861:31532		1	182538259	NC_007605	70222	
A00295:260:HM53HDSXX:1:1137:10899:10441		1	182569652	NC_007605	70989	
A00295:260:HM53HDSXX:3:1141:30309:12211		1	182854889	NC_007605	156547	
A00295:260:HM53HDSXX:2:1472:9833:26694		1	184373955	NC_007605	66726	
A00295:260:HM53HDSXX:2:1554:4408:33301		1	185281625	NC_007605	98643	
A00295:260:HM53HDSXX:4:1222:25834:23406		1	185569264	NC_007605	86825	
A00295:260:HM53HDSXX:4:1162:16667:28823		1	185657784	NC_007605	114301	
A00295:260:HM53HDSXX:4:2572:27968:31234		1	186136882	NC_007605	66911	
A00295:260:HM53HDSXX:1:1364:12066:22106		1	187721334	NC_007605	47618	
A00295:260:HM53HDSXX:2:2240:25889:24940		1	191008733	NC_007605	139441	
A00295:260:HM53HDSXX:2:2568:20329:1532		1	191969140	NC_007605	132564	
A00295:260:HM53HDSXX:2:2568:20329:1532		1	191969141	NC_007605	132527	
A00295:260:HM53HDSXX:1:1378:32904:28040		1	192144691	NC_007605	93925	
A00295:260:HM53HDSXX:1:1564:27290:6668		1	192683033	NC_007605	53337	
A00295:260:HM53HDSXX:4:2534:8883:10081		1	192781433	NC_007605	111735	
A00295:260:HM53HDSXX:2:2126:30490:14685		1	193152330	NC_007605	126620	
A00295:260:HM53HDSXX:3:2302:16333:15749		1	194602390	NC_007605	51020	
A00295:260:HM53HDSXX:3:2543:14226:28510		1	194846242	NC_007605	134793	
A00295:260:HM53HDSXX:3:2510:20048:17550		1	196553370	NC_007605	45757	
A00295:260:HM53HDSXX:2:2244:7853:15718		1	197323941	NC_007605	9350	
A00295:260:HM53HDSXX:2:2624:27145:34820		1	197446727	NC_007605	6657	
A00295:260:HM53HDSXX:1:1277:14534:15201		1	202686337	NC_007605	89893	
A00295:260:HM53HDSXX:3:1450:31729:21652		1	203299288	NC_007605	42948	
A00295:260:HM53HDSXX:3:1234:21929:1047		1	203586560	NC_007605	80934	
A00295:260:HM53HDSXX:1:1574:5575:31156		1	205736978	NC_007605	162185	
A00295:260:HM53HDSXX:2:2126:5321:27899		1	207867162	NC_007605	56084	
A00295:260:HM53HDSXX:2:1576:8024:8061		1	209523415	NC_007605	156517	
A00295:260:HM53HDSXX:2:1163:25192:7889		1	209687782	NC_007605	100853	
A00295:260:HM53HDSXX:2:1163:25192:7889		1	209687783	NC_007605	100757	
A00295:260:HM53HDSXX:1:2455:14633:24799		1	211092203	NC_007605	10758	
A00295:260:HM53HDSXX:1:2455:14633:24799		1	211092204	NC_007605	10678	
A00295:260:HM53HDSXX:3:1315:6876:2347		1	213063454	NC_007605	47685	
A00295:260:HM53HDSXX:1:1338:16152:23954		1	213305752	NC_007605	161105	
A00295:260:HM53HDSXX:2:1430:1669:34882		1	214989009	NC_007605	65851	
A00295:260:HM53HDSXX:2:1430:1669:34882		1	214989010	NC_007605	66198	
A00295:260:HM53HDSXX:1:2628:30219:7232		1	215139852	NC_007605	1005	
A00295:260:HM53HDSXX:1:2628:30219:7232		1	215139853	NC_007605	1213	
A00295:260:HM53HDSXX:1:2375:14769:1141		1	215341587	NC_007605	156281	
A00295:260:HM53HDSXX:1:2375:14769:1141		1	215341588	NC_007605	156208	
A00295:260:HM53HDSXX:3:1645:8214:18881		1	215746064	NC_007605	114463	
A00295:260:HM53HDSXX:4:2316:2862:22263		1	216593592	NC_007605	147299	
A00295:260:HM53HDSXX:4:2316:2862:22263		1	216593593	NC_007605	147422	
A00295:260:HM53HDSXX:2:1617:25057:19304		1	217474040	NC_007605	136029	
A00295:260:HM53HDSXX:2:2541:18466:2284		1	218008426	NC_007605	2357	
A00295:260:HM53HDSXX:2:2668:31078:13385		1	218862661	NC_007605	4327	
A00295:260:HM53HDSXX:1:2502:17400:25708		1	219206650	NC_007605	98797	
A00295:260:HM53HDSXX:1:2674:10520:6026		1	219969510	NC_007605	1893	
A00295:260:HM53HDSXX:1:2674:10520:6026		1	219969511	NC_007605	1703	
A00295:260:HM53HDSXX:3:2436:25527:3270		1	220105220	NC_007605	112423	
A00295:260:HM53HDSXX:4:2253:27136:16830		1	221176980	NC_007605	138260	
A00295:260:HM53HDSXX:4:2253:27136:16830		1	221176981	NC_007605	138243	
A00295:260:HM53HDSXX:2:1263:10113:16626		1	221342530	NC_007605	127011	
A00295:260:HM53HDSXX:2:1263:10113:16626		1	221342531	NC_007605	126945	
A00295:260:HM53HDSXX:1:1214:19822:14810		1	221533449	NC_007605	164359	
A00295:260:HM53HDSXX:1:2673:24587:29136		1	222490472	NC_007605	107966	
A00295:260:HM53HDSXX:4:1601:14154:22404		1	222768396	NC_007605	92324	
A00295:260:HM53HDSXX:2:1413:11840:4961		1	224721505	NC_007605	161828	
A00295:260:HM53HDSXX:3:2210:31394:21543		1	228837537	NC_007605	44797	
A00295:260:HM53HDSXX:1:1305:3007:36010		1	228881868	NC_007605	167277	
A00295:260:HM53HDSXX:1:1305:3007:36010		1	228881869	NC_007605	167213	
A00295:260:HM53HDSXX:4:2311:14714:6089		1	229219121	NC_007605	129536	
A00295:260:HM53HDSXX:2:1449:24578:8547		1	229562535	NC_007605	112149	
A00295:260:HM53HDSXX:4:2111:31268:33849		1	230183625	NC_007605	66175	
A00295:260:HM53HDSXX:2:1106:29866:2049		1	232494372	NC_007605	128242	
A00295:260:HM53HDSXX:4:2524:31792:2315		1	234286771	NC_007605	140114	
A00295:260:HM53HDSXX:4:2443:11496:31767		1	234845890	NC_007605	117116	
A00295:260:HM53HDSXX:4:2443:11496:31767		1	234845931	NC_007605	117116	
A00295:260:HM53HDSXX:1:1619:10022:33254		1	235765806	NC_007605	123962	
A00295:260:HM53HDSXX:1:1432:14498:6965		1	236931416	NC_007605	1841	
A00295:260:HM53HDSXX:1:1354:23050:6151		1	237007375	NC_007605	3942	
A00295:260:HM53HDSXX:1:2115:28574:30217		1	237224349	NC_007605	136530	
A00295:260:HM53HDSXX:1:2115:28574:30217		1	237224350	NC_007605	136618	
A00295:260:HM53HDSXX:3:1627:1551:36746		1	237250231	NC_007605	45502	
A00295:260:HM53HDSXX:3:1627:1551:36746		1	237250231	NC_007605	45548	
A00295:260:HM53HDSXX:3:2276:21540:14152		1	237625738	NC_007605	45732	
A00295:260:HM53HDSXX:1:2474:12084:15029		1	238466888	NC_007605	157321	
A00295:260:HM53HDSXX:2:1522:31557:12900		1	238541084	NC_007605	123245	
A00295:260:HM53HDSXX:3:2212:14127:16157		1	238837219	NC_007605	73766	
A00295:260:HM53HDSXX:2:2122:24985:6151		1	239428274	NC_007605	136375	
A00295:260:HM53HDSXX:2:2456:31277:21433		1	239853256	NC_007605	47121	
A00295:260:HM53HDSXX:2:2456:31277:21433		1	239853257	NC_007605	47238	
A00295:260:HM53HDSXX:1:1103:19388:7952		1	242751560	NC_007605	54513	
A00295:260:HM53HDSXX:2:2159:16251:24721		1	244020722	NC_007605	157666	
A00295:260:HM53HDSXX:2:2159:16251:24721		1	244020723	NC_007605	157828	
A00295:260:HM53HDSXX:3:1468:18059:22310		1	244709945	NC_007605	160108	
A00295:260:HM53HDSXX:1:1354:26060:32002		1	246504518	NC_007605	128773	
A00295:260:HM53HDSXX:4:2303:20130:18599		1	246727214	NC_007605	47303	
A00295:260:HM53HDSXX:2:2627:25102:32628		1	247115526	NC_007605	78288	
A00295:260:HM53HDSXX:2:1530:8260:20212		1	247590805	NC_007605	45926	
A00295:260:HM53HDSXX:2:1441:6723:30984		1	248204390	NC_007605	72059	
A00295:260:HM53HDSXX:3:1372:20103:30201		1	248610181	NC_007605	127629	
A00295:260:HM53HDSXX:3:2511:14570:33896		1	249087367	NC_007605	168079	
A00295:260:HM53HDSXX:3:2511:15365:34366		1	249087367	NC_007605	168079	
A00295:260:HM53HDSXX:4:2350:30409:20807		10	207210	NC_007605	164474	
A00295:260:HM53HDSXX:2:1205:5773:7733		10	1675387	NC_007605	2778	
A00295:260:HM53HDSXX:2:1205:5773:7733		10	1675388	NC_007605	2651	
A00295:260:HM53HDSXX:4:1264:1262:15765		10	2840611	NC_007605	62073	
A00295:260:HM53HDSXX:4:2240:21947:24627		10	4852454	NC_007605	98671	
A00295:260:HM53HDSXX:4:1546:5421:12446		10	4908212	NC_007605	64188	
A00295:260:HM53HDSXX:2:2272:30599:35947		10	5071087	NC_007605	35999	
A00295:260:HM53HDSXX:2:1266:14769:8719		10	5925134	NC_007605	98286	
A00295:260:HM53HDSXX:4:1531:15447:11021		10	6692393	NC_007605	123884	
A00295:260:HM53HDSXX:2:2129:6451:4805		10	7585746	NC_007605	162943	
A00295:260:HM53HDSXX:3:2241:23610:5243		10	7747892	NC_007605	100216	
A00295:260:HM53HDSXX:4:2629:20591:33019		10	9259857	NC_007605	9712	
A00295:260:HM53HDSXX:1:1625:3929:17315		10	10325953	NC_007605	130622	
A00295:260:HM53HDSXX:1:1329:1524:1219		10	12623698	NC_007605	9054	
A00295:260:HM53HDSXX:1:1329:1524:1219		10	12623699	NC_007605	8944	
A00295:260:HM53HDSXX:1:1504:24026:4147		10	13839344	NC_007605	98507	
A00295:260:HM53HDSXX:4:2555:30951:10755		10	13896862	NC_007605	118039	
A00295:260:HM53HDSXX:1:2641:10981:17910		10	14491087	NC_007605	86523	
A00295:260:HM53HDSXX:3:1606:3568:8891		10	14509280	NC_007605	70060	
A00295:260:HM53HDSXX:3:1238:19985:2002		10	14509281	NC_007605	69999	
A00295:260:HM53HDSXX:3:1606:3568:8891		10	14509281	NC_007605	69999	
A00295:260:HM53HDSXX:2:1178:21658:10598		10	14855673	NC_007605	62975	
A00295:260:HM53HDSXX:1:1254:4056:10802		10	15457540	NC_007605	103912	
